"","n","alpha","maxdepth_factor_screen","maxdepth_factor_select","MSE","Fuzzy","model"
"377",400,0.01,0.08,0.7,31.2416443941323,TRUE,"Longtree"
"378",400,0.01,0.08,0.7,19.9638981462399,FALSE,"Longtree"
"379",400,0.01,0.2,0.3,385.070129205753,TRUE,"Longtree"
"380",400,0.01,0.2,0.3,128.845866373379,FALSE,"Longtree"
"381",400,0.01,0.2,0.5,66.0375272893249,TRUE,"Longtree"
"382",400,0.01,0.2,0.5,128.845866373379,FALSE,"Longtree"
"383",400,0.01,0.2,0.7,31.2416443941323,TRUE,"Longtree"
"384",400,0.01,0.2,0.7,19.9638981462399,FALSE,"Longtree"
"385",400,0.05,0.02,0.3,385.070129205753,TRUE,"Longtree"
"386",400,0.05,0.02,0.3,128.845866373379,FALSE,"Longtree"
"387",400,0.05,0.02,0.5,385.070129205753,TRUE,"Longtree"
"388",400,0.05,0.02,0.5,128.845866373379,FALSE,"Longtree"
"389",400,0.05,0.02,0.7,66.0375272893249,TRUE,"Longtree"
"390",400,0.05,0.02,0.7,38.8058976209042,FALSE,"Longtree"
"391",400,0.05,0.04,0.3,66.0375272893249,TRUE,"Longtree"
"392",400,0.05,0.04,0.3,127.249273300954,FALSE,"Longtree"
"393",400,0.05,0.04,0.5,31.2416443941323,TRUE,"Longtree"
"394",400,0.05,0.04,0.5,127.249273300954,FALSE,"Longtree"
"395",400,0.05,0.04,0.7,31.2416443941323,TRUE,"Longtree"
"396",400,0.05,0.04,0.7,19.8050821233348,FALSE,"Longtree"
"397",400,0.05,0.08,0.3,66.0375272893249,TRUE,"Longtree"
"398",400,0.05,0.08,0.3,127.249273300954,FALSE,"Longtree"
"399",400,0.05,0.08,0.5,31.2416443941323,TRUE,"Longtree"
"400",400,0.05,0.08,0.5,127.249273300954,FALSE,"Longtree"
"401",400,0.05,0.08,0.7,31.2416443941323,TRUE,"Longtree"
"402",400,0.05,0.08,0.7,19.8050821233348,FALSE,"Longtree"
"403",400,0.05,0.2,0.3,66.0375272893249,TRUE,"Longtree"
"404",400,0.05,0.2,0.3,127.249273300954,FALSE,"Longtree"
"405",400,0.05,0.2,0.5,31.2416443941323,TRUE,"Longtree"
"406",400,0.05,0.2,0.5,127.249273300954,FALSE,"Longtree"
"407",400,0.05,0.2,0.7,31.2416443941323,TRUE,"Longtree"
"408",400,0.05,0.2,0.7,19.8050821233348,FALSE,"Longtree"
"409",400,0.1,0.02,0.3,385.070129205753,TRUE,"Longtree"
"410",400,0.1,0.02,0.3,128.845866373379,FALSE,"Longtree"
"411",400,0.1,0.02,0.5,385.070129205753,TRUE,"Longtree"
"412",400,0.1,0.02,0.5,128.845866373379,FALSE,"Longtree"
"413",400,0.1,0.02,0.7,66.0375272893249,TRUE,"Longtree"
"414",400,0.1,0.02,0.7,38.8058976209042,FALSE,"Longtree"
"415",400,0.1,0.04,0.3,66.0375272893249,TRUE,"Longtree"
"416",400,0.1,0.04,0.3,127.249273300954,FALSE,"Longtree"
"417",400,0.1,0.04,0.5,31.2687433034862,TRUE,"Longtree"
"418",400,0.1,0.04,0.5,19.8050821233348,FALSE,"Longtree"
"419",400,0.1,0.04,0.7,31.2687433034862,TRUE,"Longtree"
"420",400,0.1,0.04,0.7,11.8099873174371,FALSE,"Longtree"
"421",400,0.1,0.08,0.3,31.2687433034862,TRUE,"Longtree"
"422",400,0.1,0.08,0.3,19.8050821233348,FALSE,"Longtree"
"423",400,0.1,0.08,0.5,31.2687433034862,TRUE,"Longtree"
"424",400,0.1,0.08,0.5,11.8099873174371,FALSE,"Longtree"
"425",400,0.1,0.08,0.7,27.5563315833604,TRUE,"Longtree"
"426",400,0.1,0.08,0.7,12.8446121629143,FALSE,"Longtree"
"427",400,0.1,0.2,0.3,31.2687433034862,TRUE,"Longtree"
"428",400,0.1,0.2,0.3,19.8050821233348,FALSE,"Longtree"
"429",400,0.1,0.2,0.5,31.2687433034862,TRUE,"Longtree"
"430",400,0.1,0.2,0.5,11.8099873174371,FALSE,"Longtree"
"431",400,0.1,0.2,0.7,27.5563315833604,TRUE,"Longtree"
"432",400,0.1,0.2,0.7,12.8446121629143,FALSE,"Longtree"
"433",400,0.2,0.02,0.3,385.070129205753,TRUE,"Longtree"
"434",400,0.2,0.02,0.3,128.845866373379,FALSE,"Longtree"
"435",400,0.2,0.02,0.5,385.070129205753,TRUE,"Longtree"
"436",400,0.2,0.02,0.5,128.845866373379,FALSE,"Longtree"
"437",400,0.2,0.02,0.7,66.0375272893249,TRUE,"Longtree"
"438",400,0.2,0.02,0.7,38.8058976209042,FALSE,"Longtree"
"439",400,0.2,0.04,0.3,66.0375272893249,TRUE,"Longtree"
"440",400,0.2,0.04,0.3,110.954283299804,FALSE,"Longtree"
"441",400,0.2,0.04,0.5,31.1382945407919,TRUE,"Longtree"
"442",400,0.2,0.04,0.5,110.954283299804,FALSE,"Longtree"
"443",400,0.2,0.04,0.7,31.1382945407919,TRUE,"Longtree"
"444",400,0.2,0.04,0.7,19.8050821233348,FALSE,"Longtree"
"445",400,0.2,0.08,0.3,31.1382945407919,TRUE,"Longtree"
"446",400,0.2,0.08,0.3,108.929535705047,FALSE,"Longtree"
"447",400,0.2,0.08,0.5,31.1382945407919,TRUE,"Longtree"
"448",400,0.2,0.08,0.5,19.8050821233348,FALSE,"Longtree"
"449",400,0.2,0.08,0.7,11.8099873174371,TRUE,"Longtree"
"450",400,0.2,0.08,0.7,11.8099873174371,FALSE,"Longtree"
"451",400,0.2,0.2,0.3,31.1382945407919,TRUE,"Longtree"
"452",400,0.2,0.2,0.3,108.929535705047,FALSE,"Longtree"
"453",400,0.2,0.2,0.5,31.1382945407919,TRUE,"Longtree"
"454",400,0.2,0.2,0.5,19.8050821233348,FALSE,"Longtree"
"455",400,0.2,0.2,0.7,11.8099873174371,TRUE,"Longtree"
"456",400,0.2,0.2,0.7,11.8099873174371,FALSE,"Longtree"
"457",400,0.3,0.02,0.3,385.070129205753,TRUE,"Longtree"
"458",400,0.3,0.02,0.3,128.845866373379,FALSE,"Longtree"
"459",400,0.3,0.02,0.5,385.070129205753,TRUE,"Longtree"
"460",400,0.3,0.02,0.5,128.845866373379,FALSE,"Longtree"
"461",400,0.3,0.02,0.7,66.0375272893249,TRUE,"Longtree"
"462",400,0.3,0.02,0.7,38.8058976209042,FALSE,"Longtree"
"463",400,0.3,0.04,0.3,66.0375272893249,TRUE,"Longtree"
"464",400,0.3,0.04,0.3,112.113274421846,FALSE,"Longtree"
"465",400,0.3,0.04,0.5,31.3782927194893,TRUE,"Longtree"
"466",400,0.3,0.04,0.5,20.9029990614779,FALSE,"Longtree"
"467",400,0.3,0.04,0.7,12.4066604257802,TRUE,"Longtree"
"468",400,0.3,0.04,0.7,11.8099873174371,FALSE,"Longtree"
"469",400,0.3,0.08,0.3,31.6302849459157,TRUE,"Longtree"
"470",400,0.3,0.08,0.3,20.9029990614779,FALSE,"Longtree"
"471",400,0.3,0.08,0.5,31.3782927194893,TRUE,"Longtree"
"472",400,0.3,0.08,0.5,11.8099873174371,FALSE,"Longtree"
"473",400,0.3,0.08,0.7,12.4066604257802,TRUE,"Longtree"
"474",400,0.3,0.08,0.7,12.4066604257802,FALSE,"Longtree"
"475",400,0.3,0.2,0.3,31.6302849459157,TRUE,"Longtree"
"476",400,0.3,0.2,0.3,20.9029990614779,FALSE,"Longtree"
"477",400,0.3,0.2,0.5,31.3782927194893,TRUE,"Longtree"
"478",400,0.3,0.2,0.5,11.8099873174371,FALSE,"Longtree"
"479",400,0.3,0.2,0.7,12.4066604257802,TRUE,"Longtree"
"480",400,0.3,0.2,0.7,12.4066604257802,FALSE,"Longtree"
"481",500,0.01,0.02,0.3,373.769332142848,TRUE,"Longtree"
"482",500,0.01,0.02,0.3,128.622507186623,FALSE,"Longtree"
"483",500,0.01,0.02,0.5,373.769332142848,TRUE,"Longtree"
"484",500,0.01,0.02,0.5,128.622507186623,FALSE,"Longtree"
"485",500,0.01,0.02,0.7,61.6789386852001,TRUE,"Longtree"
"486",500,0.01,0.02,0.7,35.8380149749885,FALSE,"Longtree"
"487",500,0.01,0.04,0.3,61.6789386852001,TRUE,"Longtree"
"488",500,0.01,0.04,0.3,35.9217540429911,FALSE,"Longtree"
"489",500,0.01,0.04,0.5,29.6875057986641,TRUE,"Longtree"
"490",500,0.01,0.04,0.5,10.2686227631991,FALSE,"Longtree"
"491",500,0.01,0.04,0.7,30.8225918910065,TRUE,"Longtree"
"492",500,0.01,0.04,0.7,12.1371133908646,FALSE,"Longtree"
"493",500,0.01,0.08,0.3,29.322596057108,TRUE,"Longtree"
"494",500,0.01,0.08,0.3,17.3923579921483,FALSE,"Longtree"
"495",500,0.01,0.08,0.5,30.7441271645019,TRUE,"Longtree"
"496",500,0.01,0.08,0.5,12.1371133908646,FALSE,"Longtree"
"497",500,0.01,0.08,0.7,11.0325545854166,TRUE,"Longtree"
"498",500,0.01,0.08,0.7,14.2717527085928,FALSE,"Longtree"
"499",500,0.01,0.2,0.3,29.322596057108,TRUE,"Longtree"
"500",500,0.01,0.2,0.3,17.3923579921483,FALSE,"Longtree"
"501",500,0.01,0.2,0.5,30.7441271645019,TRUE,"Longtree"
"502",500,0.01,0.2,0.5,12.1371133908646,FALSE,"Longtree"
"503",500,0.01,0.2,0.7,11.0325545854166,TRUE,"Longtree"
"504",500,0.01,0.2,0.7,14.2717527085928,FALSE,"Longtree"
"505",500,0.05,0.02,0.3,373.769332142848,TRUE,"Longtree"
"506",500,0.05,0.02,0.3,128.622507186623,FALSE,"Longtree"
"507",500,0.05,0.02,0.5,373.769332142848,TRUE,"Longtree"
"508",500,0.05,0.02,0.5,128.622507186623,FALSE,"Longtree"
"509",500,0.05,0.02,0.7,61.6789386852001,TRUE,"Longtree"
"510",500,0.05,0.02,0.7,35.8380149749885,FALSE,"Longtree"
"511",500,0.05,0.04,0.3,61.6789386852001,TRUE,"Longtree"
"512",500,0.05,0.04,0.3,17.6248741437153,FALSE,"Longtree"
"513",500,0.05,0.04,0.5,29.5324449231658,TRUE,"Longtree"
"514",500,0.05,0.04,0.5,10.2686227631991,FALSE,"Longtree"
"515",500,0.05,0.04,0.7,12.1371133908646,TRUE,"Longtree"
"516",500,0.05,0.04,0.7,12.1371133908646,FALSE,"Longtree"
"517",500,0.05,0.08,0.3,29.5007461109239,TRUE,"Longtree"
"518",500,0.05,0.08,0.3,17.6248741437153,FALSE,"Longtree"
"519",500,0.05,0.08,0.5,30.7963565293711,TRUE,"Longtree"
"520",500,0.05,0.08,0.5,12.1371133908646,FALSE,"Longtree"
"521",500,0.05,0.08,0.7,12.4046469709363,TRUE,"Longtree"
"522",500,0.05,0.08,0.7,14.2717527085928,FALSE,"Longtree"
"523",500,0.05,0.2,0.3,29.5007461109239,TRUE,"Longtree"
"524",500,0.05,0.2,0.3,17.6248741437153,FALSE,"Longtree"
"525",500,0.05,0.2,0.5,30.7963565293711,TRUE,"Longtree"
"526",500,0.05,0.2,0.5,12.1371133908646,FALSE,"Longtree"
"527",500,0.05,0.2,0.7,12.4046469709363,TRUE,"Longtree"
"528",500,0.05,0.2,0.7,14.2717527085928,FALSE,"Longtree"
"529",500,0.1,0.02,0.3,373.769332142848,TRUE,"Longtree"
"530",500,0.1,0.02,0.3,128.622507186623,FALSE,"Longtree"
"531",500,0.1,0.02,0.5,373.769332142848,TRUE,"Longtree"
"532",500,0.1,0.02,0.5,128.622507186623,FALSE,"Longtree"
"533",500,0.1,0.02,0.7,61.6789386852001,TRUE,"Longtree"
"534",500,0.1,0.02,0.7,35.8380149749885,FALSE,"Longtree"
"535",500,0.1,0.04,0.3,61.6789386852001,TRUE,"Longtree"
"536",500,0.1,0.04,0.3,17.5077130755788,FALSE,"Longtree"
"537",500,0.1,0.04,0.5,29.4845974776281,TRUE,"Longtree"
"538",500,0.1,0.04,0.5,10.2686227631991,FALSE,"Longtree"
"539",500,0.1,0.04,0.7,12.1371133908646,TRUE,"Longtree"
"540",500,0.1,0.04,0.7,12.1371133908646,FALSE,"Longtree"
"541",500,0.1,0.08,0.3,29.5007461109239,TRUE,"Longtree"
"542",500,0.1,0.08,0.3,17.5077130755788,FALSE,"Longtree"
"543",500,0.1,0.08,0.5,30.7963565293711,TRUE,"Longtree"
"544",500,0.1,0.08,0.5,12.1371133908646,FALSE,"Longtree"
"545",500,0.1,0.08,0.7,12.4046469709363,TRUE,"Longtree"
"546",500,0.1,0.08,0.7,14.2717527085928,FALSE,"Longtree"
"547",500,0.1,0.2,0.3,29.5007461109239,TRUE,"Longtree"
"548",500,0.1,0.2,0.3,17.5077130755788,FALSE,"Longtree"
"549",500,0.1,0.2,0.5,30.7963565293711,TRUE,"Longtree"
"550",500,0.1,0.2,0.5,12.1371133908646,FALSE,"Longtree"
"551",500,0.1,0.2,0.7,12.4046469709363,TRUE,"Longtree"
"552",500,0.1,0.2,0.7,14.2717527085928,FALSE,"Longtree"
"553",500,0.2,0.02,0.3,373.769332142848,TRUE,"Longtree"
"554",500,0.2,0.02,0.3,128.622507186623,FALSE,"Longtree"
"555",500,0.2,0.02,0.5,373.769332142848,TRUE,"Longtree"
"556",500,0.2,0.02,0.5,128.622507186623,FALSE,"Longtree"
"557",500,0.2,0.02,0.7,61.6789386852001,TRUE,"Longtree"
"558",500,0.2,0.02,0.7,35.8380149749885,FALSE,"Longtree"
"559",500,0.2,0.04,0.3,61.6789386852001,TRUE,"Longtree"
"560",500,0.2,0.04,0.3,17.5077130755788,FALSE,"Longtree"
"561",500,0.2,0.04,0.5,30.4193386508595,TRUE,"Longtree"
"562",500,0.2,0.04,0.5,10.2686227631991,FALSE,"Longtree"
"563",500,0.2,0.04,0.7,12.1371133908646,TRUE,"Longtree"
"564",500,0.2,0.04,0.7,12.1371133908646,FALSE,"Longtree"
"565",500,0.2,0.08,0.3,30.4193386508595,TRUE,"Longtree"
"566",500,0.2,0.08,0.3,18.3465286802655,FALSE,"Longtree"
"567",500,0.2,0.08,0.5,12.4046469709363,TRUE,"Longtree"
"568",500,0.2,0.08,0.5,12.1371133908646,FALSE,"Longtree"
"569",500,0.2,0.08,0.7,12.4046469709363,TRUE,"Longtree"
"570",500,0.2,0.08,0.7,15.0453061842621,FALSE,"Longtree"
"571",500,0.2,0.2,0.3,30.4193386508595,TRUE,"Longtree"
"572",500,0.2,0.2,0.3,18.3465286802655,FALSE,"Longtree"
"573",500,0.2,0.2,0.5,12.4046469709363,TRUE,"Longtree"
"574",500,0.2,0.2,0.5,12.1371133908646,FALSE,"Longtree"
"575",500,0.2,0.2,0.7,12.4046469709363,TRUE,"Longtree"
"576",500,0.2,0.2,0.7,15.0453061842621,FALSE,"Longtree"
"577",500,0.3,0.02,0.3,373.769332142848,TRUE,"Longtree"
"578",500,0.3,0.02,0.3,128.622507186623,FALSE,"Longtree"
"579",500,0.3,0.02,0.5,373.769332142848,TRUE,"Longtree"
"580",500,0.3,0.02,0.5,128.622507186623,FALSE,"Longtree"
"581",500,0.3,0.02,0.7,61.6789386852001,TRUE,"Longtree"
"582",500,0.3,0.02,0.7,35.8380149749885,FALSE,"Longtree"
"583",500,0.3,0.04,0.3,29.8789814340794,TRUE,"Longtree"
"584",500,0.3,0.04,0.3,17.5077130755788,FALSE,"Longtree"
"585",500,0.3,0.04,0.5,31.463396468087,TRUE,"Longtree"
"586",500,0.3,0.04,0.5,10.9721366525578,FALSE,"Longtree"
"587",500,0.3,0.04,0.7,12.1371133908646,TRUE,"Longtree"
"588",500,0.3,0.04,0.7,13.0666707390448,FALSE,"Longtree"
"589",500,0.3,0.08,0.3,30.7963565293711,TRUE,"Longtree"
"590",500,0.3,0.08,0.3,10.9721366525578,FALSE,"Longtree"
"591",500,0.3,0.08,0.5,12.4046469709363,TRUE,"Longtree"
"592",500,0.3,0.08,0.5,14.8464668877463,FALSE,"Longtree"
"593",500,0.3,0.08,0.7,12.4046469709363,TRUE,"Longtree"
"594",500,0.3,0.08,0.7,32.9674931516058,FALSE,"Longtree"
"595",500,0.3,0.2,0.3,30.7963565293711,TRUE,"Longtree"
"596",500,0.3,0.2,0.3,10.9721366525578,FALSE,"Longtree"
"597",500,0.3,0.2,0.5,12.4046469709363,TRUE,"Longtree"
"598",500,0.3,0.2,0.5,14.8464668877463,FALSE,"Longtree"
"599",500,0.3,0.2,0.7,12.4046469709363,TRUE,"Longtree"
"600",500,0.3,0.2,0.7,32.9674931516058,FALSE,"Longtree"
"601",600,0.01,0.02,0.3,392.682128525067,TRUE,"Longtree"
"602",600,0.01,0.02,0.3,127.743120434586,FALSE,"Longtree"
"603",600,0.01,0.02,0.5,392.682128525067,TRUE,"Longtree"
"604",600,0.01,0.02,0.5,127.743120434586,FALSE,"Longtree"
"605",600,0.01,0.02,0.7,102.112418608365,TRUE,"Longtree"
"606",600,0.01,0.02,0.7,127.743120434586,FALSE,"Longtree"
"607",600,0.01,0.04,0.3,102.112418608365,TRUE,"Longtree"
"608",600,0.01,0.04,0.3,111.2341785059,FALSE,"Longtree"
"609",600,0.01,0.04,0.5,29.8232248613374,TRUE,"Longtree"
"610",600,0.01,0.04,0.5,34.5664121571923,FALSE,"Longtree"
"611",600,0.01,0.04,0.7,30.3140588792526,TRUE,"Longtree"
"612",600,0.01,0.04,0.7,7.67853622176852,FALSE,"Longtree"
"613",600,0.01,0.08,0.3,102.112418608365,TRUE,"Longtree"
"614",600,0.01,0.08,0.3,111.2341785059,FALSE,"Longtree"
"615",600,0.01,0.08,0.5,30.2019164072827,TRUE,"Longtree"
"616",600,0.01,0.08,0.5,34.5664121571923,FALSE,"Longtree"
"617",600,0.01,0.08,0.7,8.77825289829644,TRUE,"Longtree"
"618",600,0.01,0.08,0.7,8.77825289829644,FALSE,"Longtree"
"619",600,0.01,0.2,0.3,102.112418608365,TRUE,"Longtree"
"620",600,0.01,0.2,0.3,111.2341785059,FALSE,"Longtree"
"621",600,0.01,0.2,0.5,30.2019164072827,TRUE,"Longtree"
"622",600,0.01,0.2,0.5,34.5664121571923,FALSE,"Longtree"
"623",600,0.01,0.2,0.7,8.77825289829644,TRUE,"Longtree"
"624",600,0.01,0.2,0.7,8.77825289829644,FALSE,"Longtree"
"625",600,0.05,0.02,0.3,392.682128525067,TRUE,"Longtree"
"626",600,0.05,0.02,0.3,127.743120434586,FALSE,"Longtree"
"627",600,0.05,0.02,0.5,392.682128525067,TRUE,"Longtree"
"628",600,0.05,0.02,0.5,127.743120434586,FALSE,"Longtree"
"629",600,0.05,0.02,0.7,102.112418608365,TRUE,"Longtree"
"630",600,0.05,0.02,0.7,127.743120434586,FALSE,"Longtree"
"631",600,0.05,0.04,0.3,102.112418608365,TRUE,"Longtree"
"632",600,0.05,0.04,0.3,111.2341785059,FALSE,"Longtree"
"633",600,0.05,0.04,0.5,29.8232248613374,TRUE,"Longtree"
"634",600,0.05,0.04,0.5,34.5664121571923,FALSE,"Longtree"
"635",600,0.05,0.04,0.7,31.04952799708,TRUE,"Longtree"
"636",600,0.05,0.04,0.7,7.67853622176852,FALSE,"Longtree"
"637",600,0.05,0.08,0.3,102.112418608365,TRUE,"Longtree"
"638",600,0.05,0.08,0.3,34.5664121571923,FALSE,"Longtree"
"639",600,0.05,0.08,0.5,30.5663681479055,TRUE,"Longtree"
"640",600,0.05,0.08,0.5,7.67853622176852,FALSE,"Longtree"
"641",600,0.05,0.08,0.7,8.77825289829644,TRUE,"Longtree"
"642",600,0.05,0.08,0.7,8.77825289829644,FALSE,"Longtree"
"643",600,0.05,0.2,0.3,102.112418608365,TRUE,"Longtree"
"644",600,0.05,0.2,0.3,34.5664121571923,FALSE,"Longtree"
"645",600,0.05,0.2,0.5,30.5663681479055,TRUE,"Longtree"
"646",600,0.05,0.2,0.5,7.67853622176852,FALSE,"Longtree"
"647",600,0.05,0.2,0.7,8.77825289829644,TRUE,"Longtree"
"648",600,0.05,0.2,0.7,8.77825289829644,FALSE,"Longtree"
"649",600,0.1,0.02,0.3,392.682128525067,TRUE,"Longtree"
"650",600,0.1,0.02,0.3,127.743120434586,FALSE,"Longtree"
"651",600,0.1,0.02,0.5,392.682128525067,TRUE,"Longtree"
"652",600,0.1,0.02,0.5,127.743120434586,FALSE,"Longtree"
"653",600,0.1,0.02,0.7,102.112418608365,TRUE,"Longtree"
"654",600,0.1,0.02,0.7,127.743120434586,FALSE,"Longtree"
"655",600,0.1,0.04,0.3,102.112418608365,TRUE,"Longtree"
"656",600,0.1,0.04,0.3,111.2341785059,FALSE,"Longtree"
"657",600,0.1,0.04,0.5,29.9807076160149,TRUE,"Longtree"
"658",600,0.1,0.04,0.5,34.5664121571923,FALSE,"Longtree"
"659",600,0.1,0.04,0.7,31.4423091182824,TRUE,"Longtree"
"660",600,0.1,0.04,0.7,7.67853622176852,FALSE,"Longtree"
"661",600,0.1,0.08,0.3,29.9807076160149,TRUE,"Longtree"
"662",600,0.1,0.08,0.3,34.5664121571923,FALSE,"Longtree"
"663",600,0.1,0.08,0.5,31.4423091182824,TRUE,"Longtree"
"664",600,0.1,0.08,0.5,7.67853622176852,FALSE,"Longtree"
"665",600,0.1,0.08,0.7,10.3021301915088,TRUE,"Longtree"
"666",600,0.1,0.08,0.7,27.9818786485263,FALSE,"Longtree"
"667",600,0.1,0.2,0.3,29.9807076160149,TRUE,"Longtree"
"668",600,0.1,0.2,0.3,34.5664121571923,FALSE,"Longtree"
"669",600,0.1,0.2,0.5,31.4423091182824,TRUE,"Longtree"
"670",600,0.1,0.2,0.5,7.67853622176852,FALSE,"Longtree"
"671",600,0.1,0.2,0.7,10.3021301915088,TRUE,"Longtree"
"672",600,0.1,0.2,0.7,27.9818786485263,FALSE,"Longtree"
"673",600,0.2,0.02,0.3,392.682128525067,TRUE,"Longtree"
"674",600,0.2,0.02,0.3,127.743120434586,FALSE,"Longtree"
"675",600,0.2,0.02,0.5,392.682128525067,TRUE,"Longtree"
"676",600,0.2,0.02,0.5,127.743120434586,FALSE,"Longtree"
"677",600,0.2,0.02,0.7,102.112418608365,TRUE,"Longtree"
"678",600,0.2,0.02,0.7,127.743120434586,FALSE,"Longtree"
"679",600,0.2,0.04,0.3,102.112418608365,TRUE,"Longtree"
"680",600,0.2,0.04,0.3,111.2341785059,FALSE,"Longtree"
"681",600,0.2,0.04,0.5,29.0149950616118,TRUE,"Longtree"
"682",600,0.2,0.04,0.5,34.5664121571923,FALSE,"Longtree"
"683",600,0.2,0.04,0.7,32.5792890701171,TRUE,"Longtree"
"684",600,0.2,0.04,0.7,7.67853622176852,FALSE,"Longtree"
"685",600,0.2,0.08,0.3,29.42574179118,TRUE,"Longtree"
"686",600,0.2,0.08,0.3,34.5664121571923,FALSE,"Longtree"
"687",600,0.2,0.08,0.5,8.77825289829644,TRUE,"Longtree"
"688",600,0.2,0.08,0.5,8.77825289829644,FALSE,"Longtree"
"689",600,0.2,0.08,0.7,10.3021301915088,TRUE,"Longtree"
"690",600,0.2,0.08,0.7,29.1175963104812,FALSE,"Longtree"
"691",600,0.2,0.2,0.3,29.42574179118,TRUE,"Longtree"
"692",600,0.2,0.2,0.3,34.5664121571923,FALSE,"Longtree"
"693",600,0.2,0.2,0.5,8.77825289829644,TRUE,"Longtree"
"694",600,0.2,0.2,0.5,8.77825289829644,FALSE,"Longtree"
"695",600,0.2,0.2,0.7,10.3021301915088,TRUE,"Longtree"
"696",600,0.2,0.2,0.7,29.1175963104812,FALSE,"Longtree"
"697",600,0.3,0.02,0.3,392.682128525067,TRUE,"Longtree"
"698",600,0.3,0.02,0.3,127.743120434586,FALSE,"Longtree"
"699",600,0.3,0.02,0.5,392.682128525067,TRUE,"Longtree"
"700",600,0.3,0.02,0.5,127.743120434586,FALSE,"Longtree"
"701",600,0.3,0.02,0.7,102.112418608365,TRUE,"Longtree"
"702",600,0.3,0.02,0.7,127.743120434586,FALSE,"Longtree"
"703",600,0.3,0.04,0.3,102.112418608365,TRUE,"Longtree"
"704",600,0.3,0.04,0.3,111.2341785059,FALSE,"Longtree"
"705",600,0.3,0.04,0.5,29.0407149135605,TRUE,"Longtree"
"706",600,0.3,0.04,0.5,32.1507838561411,FALSE,"Longtree"
"707",600,0.3,0.04,0.7,32.686011710775,TRUE,"Longtree"
"708",600,0.3,0.04,0.7,7.67853622176852,FALSE,"Longtree"
"709",600,0.3,0.08,0.3,29.9436781394994,TRUE,"Longtree"
"710",600,0.3,0.08,0.3,7.67853622176852,FALSE,"Longtree"
"711",600,0.3,0.08,0.5,10.3021301915088,TRUE,"Longtree"
"712",600,0.3,0.08,0.5,12.9746206822645,FALSE,"Longtree"
"713",600,0.3,0.08,0.7,10.3021301915088,TRUE,"Longtree"
"714",600,0.3,0.08,0.7,14.0711466151731,FALSE,"Longtree"
"715",600,0.3,0.2,0.3,29.9436781394994,TRUE,"Longtree"
"716",600,0.3,0.2,0.3,7.67853622176852,FALSE,"Longtree"
"717",600,0.3,0.2,0.5,10.3021301915088,TRUE,"Longtree"
"718",600,0.3,0.2,0.5,12.9746206822645,FALSE,"Longtree"
"719",600,0.3,0.2,0.7,10.3021301915088,TRUE,"Longtree"
"720",600,0.3,0.2,0.7,14.0711466151731,FALSE,"Longtree"
"721",700,0.01,0.02,0.3,397.222818702817,TRUE,"Longtree"
"722",700,0.01,0.02,0.3,127.503416294509,FALSE,"Longtree"
"723",700,0.01,0.02,0.5,397.222818702817,TRUE,"Longtree"
"724",700,0.01,0.02,0.5,127.503416294509,FALSE,"Longtree"
"725",700,0.01,0.02,0.7,63.5034313160861,TRUE,"Longtree"
"726",700,0.01,0.02,0.7,38.6993297113497,FALSE,"Longtree"
"727",700,0.01,0.04,0.3,63.5034313160861,TRUE,"Longtree"
"728",700,0.01,0.04,0.3,121.920417993281,FALSE,"Longtree"
"729",700,0.01,0.04,0.5,30.2236443612585,TRUE,"Longtree"
"730",700,0.01,0.04,0.5,17.2600815710952,FALSE,"Longtree"
"731",700,0.01,0.04,0.7,30.2236443612585,TRUE,"Longtree"
"732",700,0.01,0.04,0.7,8.6775310959607,FALSE,"Longtree"
"733",700,0.01,0.08,0.3,63.5034313160861,TRUE,"Longtree"
"734",700,0.01,0.08,0.3,109.521011187705,FALSE,"Longtree"
"735",700,0.01,0.08,0.5,30.2236443612585,TRUE,"Longtree"
"736",700,0.01,0.08,0.5,17.2600815710952,FALSE,"Longtree"
"737",700,0.01,0.08,0.7,8.6775310959607,TRUE,"Longtree"
"738",700,0.01,0.08,0.7,8.6775310959607,FALSE,"Longtree"
"739",700,0.01,0.2,0.3,63.5034313160861,TRUE,"Longtree"
"740",700,0.01,0.2,0.3,109.521011187705,FALSE,"Longtree"
"741",700,0.01,0.2,0.5,30.2236443612585,TRUE,"Longtree"
"742",700,0.01,0.2,0.5,17.2600815710952,FALSE,"Longtree"
"743",700,0.01,0.2,0.7,8.6775310959607,TRUE,"Longtree"
"744",700,0.01,0.2,0.7,8.6775310959607,FALSE,"Longtree"
"745",700,0.05,0.02,0.3,397.222818702817,TRUE,"Longtree"
"746",700,0.05,0.02,0.3,127.503416294509,FALSE,"Longtree"
"747",700,0.05,0.02,0.5,397.222818702817,TRUE,"Longtree"
"748",700,0.05,0.02,0.5,127.503416294509,FALSE,"Longtree"
"749",700,0.05,0.02,0.7,63.5034313160861,TRUE,"Longtree"
"750",700,0.05,0.02,0.7,38.6993297113497,FALSE,"Longtree"
"751",700,0.05,0.04,0.3,63.5034313160861,TRUE,"Longtree"
"752",700,0.05,0.04,0.3,122.101197258037,FALSE,"Longtree"
"753",700,0.05,0.04,0.5,30.2236443612585,TRUE,"Longtree"
"754",700,0.05,0.04,0.5,17.2600815710952,FALSE,"Longtree"
"755",700,0.05,0.04,0.7,30.2236443612585,TRUE,"Longtree"
"756",700,0.05,0.04,0.7,8.6775310959607,FALSE,"Longtree"
